date,btc_close,btc_volume,btc_mktcap,btc_ret1
2010-05-23,0.0,0.0,0.0,
2010-05-24,0.0,0.0,0.0,
2010-05-25,0.0,0.0,0.0,
2010-05-26,0.0,0.0,0.0,
2010-05-27,0.0,0.0,0.0,
2010-05-28,0.0,0.0,0.0,
2010-05-29,0.0,0.0,0.0,
2010-05-30,0.0,0.0,0.0,
2010-05-31,0.0,0.0,0.0,
2010-06-01,0.0,0.0,0.0,
2010-06-02,0.0,0.0,0.0,
2010-06-03,0.0,0.0,0.0,
2010-06-04,0.0,0.0,0.0,
2010-06-05,0.0,0.0,0.0,
2010-06-06,0.0,0.0,0.0,
2010-06-07,0.0,0.0,0.0,
2010-06-08,0.0,0.0,0.0,
2010-06-09,0.0,0.0,0.0,
2010-06-10,0.0,0.0,0.0,
2010-06-11,0.0,0.0,0.0,
2010-06-12,0.0,0.0,0.0,
2010-06-13,0.0,0.0,0.0,
2010-06-14,0.0,0.0,0.0,
2010-06-15,0.0,0.0,0.0,
2010-06-16,0.0,0.0,0.0,
2010-06-17,0.0,0.0,0.0,
2010-06-18,0.0,0.0,0.0,
2010-06-19,0.0,0.0,0.0,
2010-06-20,0.0,0.0,0.0,
2010-06-21,0.0,0.0,0.0,
2010-06-22,0.0,0.0,0.0,
2010-06-23,0.0,0.0,0.0,
2010-06-24,0.0,0.0,0.0,
2010-06-25,0.0,0.0,0.0,
2010-06-26,0.0,0.0,0.0,
2010-06-27,0.0,0.0,0.0,
2010-06-28,0.0,0.0,0.0,
2010-06-29,0.0,0.0,0.0,
2010-06-30,0.0,0.0,0.0,
2010-07-01,0.0,0.0,0.0,
2010-07-02,0.0,0.0,0.0,
2010-07-03,0.0,0.0,0.0,
2010-07-04,0.0,0.0,0.0,
2010-07-05,0.0,0.0,0.0,
2010-07-06,0.0,0.0,0.0,
2010-07-07,0.0,0.0,0.0,
2010-07-08,0.0,0.0,0.0,
2010-07-09,0.0,0.0,0.0,
2010-07-10,0.0,0.0,0.0,
2010-07-11,0.0,0.0,0.0,
2010-07-12,0.0,0.0,0.0,
2010-07-13,0.0,0.0,0.0,
2010-07-14,0.0,0.0,0.0,
2010-07-15,0.0,0.0,0.0,
2010-07-16,0.0,0.0,0.0,
2010-07-17,0.0,1.0,0.0,
2010-07-18,0.0,5.2507,0.0,
2010-07-19,0.0,51.66,0.0,
2010-07-20,0.0,20.96,0.0,
2010-07-21,0.0,40.25,0.0,
2010-07-22,0.0,129.6,0.0,
2010-07-23,0.0,144.15,0.0,
2010-07-24,0.0,24.816,0.0,
2010-07-25,0.0,77.574,0.0,
2010-07-26,0.0,43.85,0.0,
2010-07-27,0.0,202.4214,0.0,
2010-07-28,0.0,263.4174,0.0,
2010-07-29,0.0,564.0943,0.0,
2010-07-30,0.0,211.4595,0.0,
2010-07-31,0.0,241.335,0.0,
2010-08-01,0.0,156.06,0.0,
2010-08-02,0.0,215.94,0.0,
2010-08-03,0.0,589.2876,0.0,
2010-08-04,0.0,209.64,0.0,
2010-08-05,0.0,302.0442,0.0,
2010-08-06,0.0,83.7,0.0,
2010-08-07,0.0,157.14,0.0,
2010-08-08,0.0,132.06,0.0,
2010-08-09,0.0,954.1763,0.0,
2010-08-10,0.0,91.7273,0.0,
2010-08-11,0.0,984.2826,0.0,
2010-08-12,0.0,144.3617,0.0,
2010-08-13,0.0,251.4239,0.0,
2010-08-14,0.0,308.294,0.0,
2010-08-15,0.0,312.4009,0.0,
2010-08-16,0.0,643.8882,0.0,
2010-08-17,0.0769,923.0018,287932.825,inf
2010-08-18,0.074,206.7786,277566.6,-0.03771131339401823
2010-08-19,0.0688,51.8784,258543.52,-0.07027027027027022
2010-08-20,0.0667,293.9825,251208.875,-0.030523255813953543
2010-08-21,0.066899,731.0702,252573.82955,0.00298350824587712
2010-08-22,0.0664,1118.9382,251350.56,-0.007459005366298399
2010-08-23,0.066,300.8243,250552.5,-0.0060240963855421326
2010-08-24,0.066889,469.8232,254612.9785,0.01346969696969702
2010-08-25,0.0665,296.0216,253887.025,-0.005815604957466802
2010-08-26,0.066499,270.9007,254574.79675,-1.5037593985023356e-05
2010-08-27,0.065,540.5982,249414.75,-0.02254169235627601
2010-08-28,0.065,370.4406,249996.5,0.0
2010-08-29,0.0648,190.404,249739.2,-0.0030769230769231992
2010-08-30,0.069,2051.5884,266440.05,0.06481481481481488
2010-08-31,0.06497,893.2146,251446.894,-0.05840579710144933
2010-09-01,0.0649,429.8832,251747.1,-0.0010774203478528532
2010-09-02,0.0629,489.0438,244463.995,-0.03081664098613257
2010-09-03,0.0634,53.52,246914.47,0.007949125596184325
2010-09-04,0.0613,198.06,239284.55,-0.03312302839116721
2010-09-05,0.0629,507.5544,246039.64,0.02610114192495927
2010-09-06,0.064,54.6,250883.2,0.01748807631160587
2010-09-07,0.06185,207.4314,242922.06,-0.03359374999999998
2010-09-08,0.06201,140.7246,244021.752,0.0025869037995149835
2010-09-09,0.0624,104.01,246027.6,0.0062893081761006275
2010-09-10,0.06201,296.3874,245020.113,-0.006249999999999867
2010-09-11,0.062,464.9484,245482.8,-0.00016126431220775395
2010-09-12,0.064999,47.6328,257951.78145,0.0483709677419355
2010-09-13,0.06201,604.5804,246598.2675,-0.04598532285112078
2010-09-14,0.0641,840.8886,255534.65,0.03370424125141103
2010-09-15,0.175,219.111,699282.5,1.7301092043681745
2010-09-16,0.0619,43.8,247934.26,-0.6462857142857144
2010-09-17,0.0609,435.72,244586.58,-0.016155088852988553
2010-09-18,0.0609,425.5566,245308.245,0.0
2010-09-19,0.062599,771.1302,252809.19145,0.0278981937602627
2010-09-20,0.0634,858.4764,256712.94,0.012795731561207058
2010-09-21,0.0633,344.157,256868.235,-0.001577287066246047
2010-09-22,0.0628,693.624,255382.48,-0.00789889415481837
2010-09-23,0.063,930.3198,256863.6,0.0031847133757962887
2010-09-24,0.06281,41.0628,256861.495,-0.0030158730158729163
2010-09-25,0.0624,129.15,255815.04,-0.0065276229899698945
2010-09-26,0.062279,723.4878,255932.43655,-0.0019391025641024573
2010-09-27,0.062206,645.135,256372.6981,-0.0011721447036722177
2010-09-28,0.06271,425.169,259127.1265,0.008102112336430656
2010-09-29,0.06219,1408.5384,257528.79,-0.00829213841492582
2010-09-30,0.06192,475.0218,256847.256,-0.00434153400868309
2010-10-01,0.061999,103.047,257658.54415,0.0012758397932814969
2010-10-02,0.061999,783.5844,257996.4387,0.0
2010-10-03,0.0614,430.3578,255875.29,-0.0096614461523572
2010-10-04,0.062,2039.7222,258853.1,0.009771986970684043
2010-10-05,0.06301,1651.5966,263457.412,0.016290322580645222
2010-10-06,0.0633,2005.998,265151.04,0.0046024440564989
2010-10-07,0.0638,2621.5788,267797.31,0.00789889415481837
2010-10-08,0.088,11142.9832,370057.6,0.3793103448275863
2010-10-09,0.12001,16906.2255,505584.1285,0.36375000000000024
2010-10-10,0.12,5068.419,506574.0,-8.33263894676195e-05
2010-10-11,0.1301,1409.291,550283.97,0.08416666666666672
2010-10-12,0.099,2309.4675,419532.3,-0.23904688700999221
2010-10-13,0.095,4755.727,403384.25,-0.04040404040404044
2010-10-14,0.105,3721.728,446853.75,0.10526315789473673
2010-10-15,0.119,2464.333,507535.0,0.1333333333333333
2010-10-16,0.109,628.471,466187.55,-0.08403361344537807
2010-10-17,0.1045,1822.219,448414.725,-0.041284403669724856
2010-10-18,0.103,2566.509,443322.3,-0.014354066985645897
2010-10-19,0.1024,623.51,441984.0,-0.005825242718446533
2010-10-20,0.103,3185.5,445778.85,0.005859375
2010-10-21,0.109,4486.7,473016.4,0.058252427184465994
2010-10-22,0.107,3806.4301,465155.75,-0.01834862385321101
2010-10-23,0.10901,486.5817,474842.1095,0.018785046728971855
2010-10-24,0.19,1518.0253,829426.0,0.7429593615264656
2010-10-25,0.15,4544.946,656385.0,-0.21052631578947367
2010-10-26,0.19,3075.0608,833720.0,0.26666666666666683
2010-10-27,0.19,11809.0566,835734.0,0.0
2010-10-28,0.19001,4089.7576,837820.5935,5.2631578947526236e-05
2010-10-29,0.191,5450.5015,844430.1,0.0052102520919952156
2010-10-30,0.1919,5074.6986,850711.89,0.0047120418848167755
2010-10-31,0.199,7664.1744,883997.8,0.03699843668577407
2010-11-01,0.1975,4039.1359,879191.0,-0.007537688442211032
2010-11-02,0.1955,1112.1441,871930.0,-0.010126582278481067
2010-11-03,0.275,11679.7997,1229263.75,0.40664961636828645
2010-11-04,0.23601,6236.6703,1057230.396,-0.14178181818181823
2010-11-05,0.2399,8789.2968,1077282.945,0.016482352442693138
2010-11-06,0.29,9499.2777,1305188.5,0.20883701542309296
2010-11-07,0.499999,27798.7392,2256520.48695,0.7241344827586209
2010-11-08,0.37,37825.2256,1674657.0,-0.25999851999704005
2010-11-09,0.3368,12955.5153,1528432.08,-0.0897297297297297
2010-11-10,0.2667,6077.406,1212884.925,-0.20813539192399044
2010-11-11,0.24,1107.0136,1094244.0,-0.10011248593925759
2010-11-12,0.251,10587.3014,1146542.9,0.04583333333333339
2010-11-13,0.3,6355.5153,1373655.0,0.19521912350597614
2010-11-14,0.299,4716.4124,1372634.25,-0.0033333333333332993
2010-11-15,0.2828,2297.0898,1301389.04,-0.05418060200668895
2010-11-16,0.2827,8482.7525,1303487.295,-0.00035360678925033806
2010-11-17,0.28,8546.616,1294538.0,-0.009550760523523105
2010-11-18,0.289999,10110.6009,1344580.3635,0.03571071428571426
2010-11-19,0.283,582.5412,1314478.4,-0.02413456598126207
2010-11-20,0.289,4102.7532,1344008.95,0.021201413427561766
2010-11-21,0.29,214.2,1350617.0,0.0034602076124568004
2010-11-22,0.282,7897.638,1315614.6,-0.02758620689655178
2010-11-23,0.2879,1359.9376,1345212.75,0.020921985815602895
2010-11-24,0.28299,704.1748,1324888.4325,-0.01705453282389713
2010-11-25,0.28299,470.288,1327039.1565,0.0
2010-11-26,0.289,9388.9264,1358155.5,0.021237499558288242
2010-11-27,0.284399,511.1092,1339135.35135,-0.015920415224913387
2010-11-28,0.28461,5824.5964,1342491.1395,0.0007419154075787304
2010-11-29,0.279,8763.85,1318986.45,-0.01971118372509728
2010-11-30,0.275,4510.0125,1302963.75,-0.014336917562724039
2010-12-01,0.225,1713.1569,1068052.5,-0.18181818181818188
2010-12-02,0.25,4874.9352,1189137.5,0.11111111111111116
2010-12-03,0.2553,642.585,1216798.095,0.021200000000000108
2010-12-04,0.2589,6568.9656,1236791.19,0.014101057579318343
2010-12-05,0.235,1205.4378,1125415.0,-0.09231363460795683
2010-12-06,0.225,863.852,1080225.0,-0.04255319148936165
2010-12-07,0.226,5410.4424,1087658.9,0.004444444444444473
2010-12-08,0.2477,788.9943,1194954.34,0.09601769911504432
2010-12-09,0.2388,4480.6293,1155003.96,-0.03593056116269677
2010-12-10,0.204,320.0075,988216.8,-0.14572864321608048
2010-12-11,0.2275,1273.5118,1104012.0,0.11519607843137258
2010-12-12,0.228,412.3476,1108422.0,0.00219780219780219
2010-12-13,0.22748,1411.4298,1107622.868,-0.0022807017543861052
2010-12-14,0.23,2389.263,1121767.5,0.011077896957974342
2010-12-15,0.2468,884.3232,1205914.16,0.07304347826086954
2010-12-16,0.2459,3588.8325,1203803.45,-0.003646677471636939
2010-12-17,0.255,131.3775,1250558.25,0.03700691337942241
2010-12-18,0.249,42.2775,1223100.45,-0.02352941176470591
2010-12-19,0.2499,480.1824,1229820.375,0.0036144578313253017
2010-12-20,0.275,2777.5046,1355530.0,0.10044017607042832
2010-12-21,0.26909,2306.4475,1329048.9645,-0.021490909090909227
2010-12-22,0.267,950.115,1320835.65,-0.007766918131480116
2010-12-23,0.25,2162.5375,1238525.0,-0.06367041198501877
2010-12-24,0.25,1258.3125,1240400.0,0.0
2010-12-25,0.25,175.75,1242425.0,0.0
2010-12-26,0.269999,4146.2425,1343798.52295,0.07999599999999996
2010-12-27,0.265,1283.2274,1321051.5,-0.01851488338845686
2010-12-28,0.28,4168.4517,1398194.0,0.05660377358490565
2010-12-29,0.301,5396.6506,1505647.15,0.07499999999999996
2010-12-30,0.299999,761.961,1503039.98985,-0.0033255813953487756
2010-12-31,0.299999,421.5788,1505499.98165,0.0
2011-01-01,0.299998,846.372,1508164.9455,-3.3333444445782234e-06
2011-01-02,0.299996,1605.633,1510854.855,-6.666711111380508e-06
2011-01-03,0.299998,427.557,1513324.9111,6.666755556716808e-06
2011-01-04,0.299899,544.91,1514954.79345,-0.0003300022000145564
2011-01-05,0.298998,107.148,1512645.8319,-0.0030043447960814706
2011-01-06,0.299,1036.947,1514853.6,6.689007953308845e-06
2011-01-07,0.322,13206.3472,1633699.2,0.0769230769230771
2011-01-08,0.322898,505.1264,1641355.1136,0.002788819875776394
2011-01-09,0.322998,541.2384,1644318.2184,0.00030969532174252024
2011-01-10,0.329,3313.8656,1677620.35,0.01858215840345756
2011-01-11,0.329,1554.496,1680285.25,0.0
2011-01-12,0.35,10662.3218,1790460.0,0.06382978723404253
2011-01-13,0.405,7242.804,2075564.25,0.15714285714285725
2011-01-14,0.45,10581.0744,2310097.5,0.11111111111111116
2011-01-15,0.4,591.1074,2056860.0,-0.11111111111111105
2011-01-16,0.4,1083.6969,2060320.0,0.0
2011-01-17,0.4,6384.4025,2063780.0,0.0
2011-01-18,0.38679,5014.8832,1998640.6275,-0.03302499999999997
2011-01-19,0.3401,2260.4053,1760391.61,-0.1207114971948603
2011-01-20,0.3675,6958.693,1905303.75,0.08056453984122314
2011-01-21,0.44,3391.02,2285096.0,0.19727891156462585
2011-01-22,0.4299,4529.7361,2236167.84,-0.02295454545454545
2011-01-23,0.4443,505.296,2314847.43,0.03349616189811577
2011-01-24,0.443,4535.3954,2312061.3,-0.002925950934053456
2011-01-25,0.425,908.7624,2221432.5,-0.040632054176072296
2011-01-26,0.425,6381.5721,2225576.25,0.0
2011-01-27,0.4174,12191.608,2189116.91,-0.01788235294117646
2011-01-28,0.45,2289.535,2363760.0,0.07810253953042645
2011-01-29,0.446,637.2872,2346093.8,-0.008888888888888946
2011-01-30,0.48,4776.4514,2528880.0,0.07623318385650224
2011-01-31,0.5,32393.2008,2638000.0,0.04166666666666674
2011-02-01,0.95,23355.9688,5020702.5,0.8999999999999999
2011-02-02,0.840099,4108.0604,4446686.01195,-0.11568526315789462
2011-02-03,0.75,6052.395,3975375.0,-0.10724807433409633
2011-02-04,0.88,33777.752,4672800.0,0.17333333333333334
2011-02-05,0.9167,13576.6566,4876064.805,0.041704545454545494
2011-02-06,0.92,7607.3757,4901668.0,0.003599869095669339
2011-02-07,0.90585,1947.2808,4835608.47,-0.015380434782608643
2011-02-08,0.9,6319.161,4812120.0,-0.006458022851465461
2011-02-09,0.935,47647.2,5007813.25,0.03888888888888897
2011-02-10,1.1,25497.2544,5901940.0,0.17647058823529416
2011-02-11,1.0065,13166.1882,5409887.175,-0.08500000000000008
2011-02-12,1.0899,4366.0552,5868512.055,0.08286140089418792
2011-02-13,1.08,3402.672,5826222.0,-0.009083402146985997
2011-02-14,1.08,7522.343,5836266.0,0.0
2011-02-15,1.085,9047.409,5874786.75,0.004629629629629539
2011-02-16,1.05019,7480.0752,5698435.959,-0.03208294930875577
2011-02-17,1.05019,4170.2336,5711038.239,0.0
2011-02-18,1.05019,32883.8624,5722380.291,0.0
2011-02-19,1.02,3456.8261,5566854.0,-0.028747179081880403
2011-02-20,0.954896,8477.9425,5220511.9216,-0.06382745098039222
2011-02-21,0.8796,1428.1008,4817041.44,-0.07885256614332858
2011-02-22,0.869499,10643.8288,4770941.013,-0.011483628922237421
2011-02-23,0.95,6046.983,5224192.5,0.09258320021069588
2011-02-24,0.9499,12747.7555,5233806.515,-0.0001052631578947194
2011-02-25,1.0,4282.6176,5520950.0,0.052742393936203946
2011-02-26,0.988567,4459.7454,5470235.4945,-0.011433000000000026
2011-02-27,0.96,21639.9375,5325168.0,-0.028897383788857978
2011-02-28,0.949231,4093.4696,5273357.8974,-0.011217708333333243
2011-03-01,0.97,21441.291,5395043.0,0.02187981639874792
2011-03-02,0.9498,2522.5204,5290718.43,-0.020824742268041208
2011-03-03,0.94,2526.9364,5244730.0,-0.010317961676142406
2011-03-04,0.9392,2467.8199,5249611.44,-0.0008510638297871687
2011-03-05,0.918901,11062.1192,5148326.6327,-0.021613074957410605
2011-03-06,0.910445,10732.5165,5113241.209,-0.009202297091852163
2011-03-07,0.909,13591.4303,5115806.55,-0.0015871359609860303
2011-03-08,0.9072,3939.2295,5114430.72,-0.001980198019801982
2011-03-09,0.883751,3864.1425,4989216.2705,-0.025847663139329846
2011-03-10,0.87,7893.4189,4916761.5,-0.015559812662163885
2011-03-11,0.9329,3315.7039,5278534.78,0.07229885057471264
2011-03-12,0.9197,4340.547,5210146.485,-0.014149426519455499
2011-03-13,0.9196,594.279,5215051.6,-0.00010873110796993934
2011-03-14,0.9,4689.6236,5109165.0,-0.02131361461504999
2011-03-15,0.899885,2404.3008,5112876.6045,-0.0001277777777777267
2011-03-16,0.89,6740.177,5063210.0,-0.010984736938608908
2011-03-17,0.88,6014.2152,5012084.0,-0.011235955056179803
2011-03-18,0.850617,10954.1894,4850600.91165,-0.033389772727272726
2011-03-19,0.824,7505.0304,4703309.6,-0.03129140376926398
2011-03-20,0.79,4477.7964,4514178.5,-0.04126213592232997
2011-03-21,0.7883,2771.97,4510573.77,-0.0021518987341772045
2011-03-22,0.799646,9475.2216,4580532.2172,0.0143929975897501
2011-03-23,0.85,11007.6758,4875260.0,0.06297036438624093
2011-03-24,0.9,12328.2456,5168880.0,0.05882352941176472
2011-03-25,0.89,4241.0896,5118657.0,-0.011111111111111072
2011-03-26,0.905,10228.0854,5211306.75,0.016853932584269593
2011-03-27,0.8958,4429.8345,5165182.8,-0.010165745856353547
2011-03-28,0.8575,10177.7715,4951333.625,-0.042755079258763096
2011-03-29,0.8,3329.8658,4625480.0,-0.06705539358600587
2011-03-30,0.795,2542.3938,4602771.75,-0.006249999999999978
2011-03-31,0.80098,5431.3132,4645483.755,0.007522012578616399
2011-04-01,0.79997,2485.6806,4646625.745,-0.0012609553297211473
2011-04-02,0.79697,1969.9361,4636731.6115,-0.0037501406302736795
2011-04-03,0.7998,3066.4842,4659874.74,0.0035509492201712956
2011-04-04,0.79,21497.2674,4609887.0,-0.012253063265816322
2011-04-05,0.71,6519.301,4150234.0,-0.10126582278481022
2011-04-06,0.747844,6266.844,4376644.8334,0.05330140845070419
2011-04-07,0.7677,8124.7425,4499067.465,0.02655099191810062
2011-04-08,0.799,13837.548,4688731.75,0.04077113455776993
2011-04-09,0.7676,8968.356,4510571.12,-0.03929912390488122
2011-04-10,0.758899,3958.2452,4465817.0554,-0.011335330901511176
2011-04-11,0.781,11277.3661,4601886.3,0.029122452394851006
2011-04-12,0.897,41154.96,5292883.05,0.14852752880921893
2011-04-13,1.0,40359.7308,5910700.0,0.11482720178372352
2011-04-14,0.94,29556.286,5563719.0,-0.06000000000000005
2011-04-15,1.08999,50304.61,6458844.744,0.15956382978723416
2011-04-16,1.095,30024.072,6497675.25,0.004596372443783858
2011-04-17,1.085,26163.756,6447992.25,-0.0091324200913242
2011-04-18,1.1999,31600.4935,7140184.935,0.10589861751152063
2011-04-19,1.19,14816.9414,7089663.0,-0.00825068755729641
2011-04-20,1.1979,24760.142,7145353.71,0.006638655462184895
2011-04-21,1.1979,46368.9142,7155236.385,0.0
2011-04-22,1.332,50845.8531,7967757.6,0.11194590533433524
2011-04-23,1.549,103261.558,9278974.7,0.16291291291291277
2011-04-24,1.95,35974.6223,11696490.0,0.25887669464170426
2011-04-25,1.701,21285.128,10218927.6,-0.12769230769230766
2011-04-26,1.73,40170.6977,10409842.5,0.01704879482657251
2011-04-27,1.95,62474.4414,11752162.5,0.12716763005780352
2011-04-28,2.65,203483.6069,15991955.0,0.35897435897435903
2011-04-29,2.7,149125.2588,16320960.0,0.018867924528301883
2011-04-30,4.14996,215257.462,25124065.338,0.5370222222222221
2011-05-01,4.09,143724.2998,24801146.5,-0.01444833203211604
2011-05-02,3.495,59401.6092,21224261.25,-0.1454767726161369
2011-05-03,3.49,56171.6776,21230019.0,-0.0014306151645206988
2011-05-04,3.58,59437.3176,21810792.0,0.025787965616045794
2011-05-05,3.5,52344.6594,21363300.0,-0.022346368715083775
2011-05-06,3.5998,80091.156,22008277.25,0.028514285714285714
2011-05-07,3.7,64378.1769,22661390.0,0.027834879715539662
2011-05-08,3.9,79669.5627,23926500.0,0.054054054054053946
2011-05-09,3.937,43779.534,24202510.65,0.009487179487179365
2011-05-10,5.2,266470.0968,32018740.0,0.3208026416052834
2011-05-11,6.065,281244.9525,37401642.0,0.16634615384615392
2011-05-12,5.94998,184941.9418,36741126.5,-0.01896455070074199
2011-05-13,8.45,478745.2076,52263672.5,0.42017284091711216
2011-05-14,8.9,435368.937,55157305.0,0.053254437869822535
2011-05-15,8.55,123307.4238,53085667.5,-0.0393258426966292
2011-05-16,8.5,342978.7557,52870425.0,-0.005847953216374324
2011-05-17,8.38901,265797.8592,52289118.7805,-0.013057647058823396
2011-05-18,7.874,181380.5616,49190452.8,-0.06139103422215508
2011-05-19,7.34,170077.4136,45920875.0,-0.06781813563627126
2011-05-20,7.1,279211.5632,44498895.0,-0.032697547683923744
2011-05-21,6.6036,185738.043,41458061.16,-0.06991549295774646
2011-05-22,6.61,154452.8105,41582188.0,0.0009691683324246636
2011-05-23,7.45,250487.148,46969642.5,0.1270801815431164
2011-05-24,7.2,211712.3304,45499680.0,-0.03355704697986572
2011-05-25,7.51,511118.5212,47568340.0,0.0430555555555554
2011-05-26,9.33,244914.6645,59244567.0,0.2423435419440747
2011-05-27,8.92,125124.0528,56729416.0,-0.04394426580921762
2011-05-28,8.735,103493.234,55620549.25,-0.020739910313901433
2011-05-29,8.4992,62146.582,54192599.04,-0.026994848311390873
2011-05-30,9.0,154170.908,57454650.0,0.058923192771084265
2011-05-31,9.4998,406654.5384,60716546.73,0.055533333333333434
2011-06-01,9.391,400450.4316,60104747.75,-0.011452872692056748
2011-06-02,10.57,414987.8997,67751057.5,0.12554573527845814
2011-06-03,14.3,954581.5392,91804570.0,0.3528855250709555
2011-06-04,17.41,729840.3294,111958487.0,0.21748251748251746
2011-06-05,18.998,420511.7604,122368017.8,0.09121194715680647
2011-06-06,19.23,1017006.9962,124102728.0,0.012211811769659908
2011-06-07,19.06,1068929.296,123166673.0,-0.008840353614144703
2011-06-08,31.9099,2859210.61,206495344.88,0.6741815320041975
2011-06-09,31.5,1861577.6628,204176700.0,-0.012845543232664514
2011-06-10,35.0,2274776.294,227258500.0,0.11111111111111116
2011-06-11,30.0,2146130.1717,195141000.0,-0.1428571428571429
2011-06-12,24.99,2450857.3336,162849834.0,-0.16700000000000004
2011-06-13,24.5,1476512.1969,159956825.0,-0.019607843137254832
2011-06-14,20.99,696002.8075,137276699.0,-0.14326530612244903
2011-06-15,20.0,545370.192,131084000.0,-0.04716531681753211
2011-06-16,19.96,927952.3604,131022430.0,-0.0020000000000000018
2011-06-17,19.3898,1684754.6727,127454002.85,-0.028567134268537075
2011-06-18,17.2,570006.262,113233620.0,-0.11293566720646941
2011-06-19,18.8766,536240.6698,124477963.38,0.09747674418604646
2011-06-20,17.35,536240.6698,114612365.0,-0.08087261477172791
2011-06-21,15.5,536240.6698,102570475.0,-0.10662824207492805
2011-06-22,15.05,536240.6698,99795797.5,-0.029032258064516037
2011-06-23,16.0,,106285600.0,0.06312292358803973
2011-06-24,16.7501,,111469402.985,0.046881249999999985
2011-06-25,17.6,,117258240.0,0.05073999558211595
2011-06-26,17.51001,234690.7687,116794393.201,-0.0051130681818182255
2011-06-27,18.0,535007.7054,120206700.0,0.027983422054013607
2011-06-28,17.52,413060.6795,117135216.0,-0.026666666666666727
2011-06-29,17.3,355212.0856,115817445.0,-0.012557077625570678
2011-06-30,17.5,577209.2469,117314750.0,0.01156069364161838
2011-07-01,17.0,529222.755,114115900.0,-0.02857142857142858
2011-07-02,16.49,302108.8172,110836710.5,-0.030000000000000138
2011-07-03,15.7,259944.6492,105652365.0,-0.04790782292298357
2011-07-04,15.85,756970.8152,106791752.5,0.009554140127388644
2011-07-05,15.0,1076238.72,101178000.0,-0.05362776025236593
